"Step","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_simple_linear_2025-06-15_18-52-58 - reward","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_simple_linear_2025-06-15_18-52-58 - reward__MIN","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_simple_linear_2025-06-15_18-52-58 - reward__MAX"
"0","-152.66","-152.66","-152.66"
"1","-146.88666666666666","-146.88666666666666","-146.88666666666666"
"2","-136.67399999999995","-136.67399999999995","-136.67399999999995"
"3","-121.11799999999998","-121.11799999999998","-121.11799999999998"
"4","-117.29","-117.29","-117.29"
"5","-105.15999999999997","-105.15999999999997","-105.15999999999997"
"6","-96.04099999999998","-96.04099999999998","-96.04099999999998"
"7","-92.81600000000002","-92.81600000000002","-92.81600000000002"
"8","-91.36200000000001","-91.36200000000001","-91.36200000000001"
"9","-90.49900000000004","-90.49900000000004","-90.49900000000004"
"10","-90.206","-90.206","-90.206"
"11","-89.69600000000003","-89.69600000000003","-89.69600000000003"
"12","-89.25","-89.25","-89.25"
"13","-88.89600000000002","-88.89600000000002","-88.89600000000002"
"14","-88.46400000000001","-88.46400000000001","-88.46400000000001"
"15","-87.68599999999998","-87.68599999999998","-87.68599999999998"
"16","-86.47200000000001","-86.47200000000001","-86.47200000000001"
"17","-84.46600000000001","-84.46600000000001","-84.46600000000001"
"18","-82.40099999999998","-82.40099999999998","-82.40099999999998"
"19","-79.90599999999999","-79.90599999999999","-79.90599999999999"
"20","-77.161","-77.161","-77.161"
"21","-74.506","-74.506","-74.506"
"22","-71.564","-71.564","-71.564"
"23","-69.06700000000002","-69.06700000000002","-69.06700000000002"
"24","-65.87600000000002","-65.87600000000002","-65.87600000000002"
"25","-63.03","-63.03","-63.03"
"26","-59.790000000000006","-59.790000000000006","-59.790000000000006"
"27","-56.289000000000016","-56.289000000000016","-56.289000000000016"
"28","-51.46100000000001","-51.46100000000001","-51.46100000000001"
"29","-46.833","-46.833","-46.833"
"30","-42.37400000000002","-42.37400000000002","-42.37400000000002"
"31","-37.832000000000015","-37.832000000000015","-37.832000000000015"
"32","-33.870000000000026","-33.870000000000026","-33.870000000000026"
"33","-30.433000000000025","-30.433000000000025","-30.433000000000025"
"34","-26.815000000000023","-26.815000000000023","-26.815000000000023"
"35","-23.232000000000024","-23.232000000000024","-23.232000000000024"
"36","-20.615000000000013","-20.615000000000013","-20.615000000000013"
"37","-17.71600000000001","-17.71600000000001","-17.71600000000001"
"38","-14.885000000000007","-14.885000000000007","-14.885000000000007"
"39","-12.349000000000006","-12.349000000000006","-12.349000000000006"
"40","-8.927000000000003","-8.927000000000003","-8.927000000000003"
"41","-4.5079999999999965","-4.5079999999999965","-4.5079999999999965"
"42","-0.8299999999999966","-0.8299999999999966","-0.8299999999999966"
"43","2.3920000000000043","2.3920000000000043","2.3920000000000043"
"44","6.415000000000001","6.415000000000001","6.415000000000001"
"45","10.016999999999992","10.016999999999992","10.016999999999992"
"46","13.426999999999985","13.426999999999985","13.426999999999985"
"47","16.925999999999974","16.925999999999974","16.925999999999974"
"48","20.829999999999963","20.829999999999963","20.829999999999963"
"49","24.13099999999995","24.13099999999995","24.13099999999995"
"50","26.414999999999942","26.414999999999942","26.414999999999942"
"51","28.964999999999936","28.964999999999936","28.964999999999936"
"52","31.14799999999993","31.14799999999993","31.14799999999993"
"53","34.66399999999993","34.66399999999993","34.66399999999993"
"54","38.62399999999993","38.62399999999993","38.62399999999993"
"55","42.08699999999993","42.08699999999993","42.08699999999993"
"56","46.63299999999994","46.63299999999994","46.63299999999994"
"57","51.38099999999993","51.38099999999993","51.38099999999993"
"58","55.73499999999994","55.73499999999994","55.73499999999994"
"59","59.505999999999965","59.505999999999965","59.505999999999965"
"60","64.52999999999999","64.52999999999999","64.52999999999999"
"61","68.992","68.992","68.992"
"62","74.04300000000003","74.04300000000003","74.04300000000003"
"63","79.03100000000008","79.03100000000008","79.03100000000008"
"64","83.13700000000011","83.13700000000011","83.13700000000011"
"65","87.25600000000017","87.25600000000017","87.25600000000017"
"66","92.0430000000002","92.0430000000002","92.0430000000002"
"67","95.90100000000022","95.90100000000022","95.90100000000022"
"68","98.46600000000026","98.46600000000026","98.46600000000026"
"69","101.37500000000026","101.37500000000026","101.37500000000026"
"70","103.37300000000029","103.37300000000029","103.37300000000029"
"71","104.45000000000029","104.45000000000029","104.45000000000029"
"72","106.29800000000029","106.29800000000029","106.29800000000029"
"73","106.6280000000003","106.6280000000003","106.6280000000003"
"74","107.03600000000031","107.03600000000031","107.03600000000031"
"75","107.76500000000031","107.76500000000031","107.76500000000031"
"76","109.19300000000032","109.19300000000032","109.19300000000032"
"77","110.18900000000035","110.18900000000035","110.18900000000035"
"78","112.06700000000035","112.06700000000035","112.06700000000035"
"79","112.72800000000032","112.72800000000032","112.72800000000032"
"80","113.87900000000036","113.87900000000036","113.87900000000036"
"81","110.48400000000034","110.48400000000034","110.48400000000034"
"82","109.38900000000032","109.38900000000032","109.38900000000032"
"83","110.01700000000032","110.01700000000032","110.01700000000032"
"84","111.67100000000032","111.67100000000032","111.67100000000032"
"85","113.34100000000034","113.34100000000034","113.34100000000034"
"86","115.06400000000032","115.06400000000032","115.06400000000032"
"87","116.17800000000034","116.17800000000034","116.17800000000034"
"88","114.47200000000034","114.47200000000034","114.47200000000034"
"89","113.57400000000032","113.57400000000032","113.57400000000032"
"90","113.31000000000034","113.31000000000034","113.31000000000034"
"91","103.1650000000003","103.1650000000003","103.1650000000003"
"92","91.49400000000021","91.49400000000021","91.49400000000021"
"93","82.8630000000001","82.8630000000001","82.8630000000001"
"94","73.41500000000005","73.41500000000005","73.41500000000005"
"95","65.21099999999997","65.21099999999997","65.21099999999997"
"96","70.564","70.564","70.564"
"97","76.50900000000003","76.50900000000003","76.50900000000003"
"98","79.82500000000006","79.82500000000006","79.82500000000006"
"99","83.63700000000009","83.63700000000009","83.63700000000009"
"100","88.4000000000001","88.4000000000001","88.4000000000001"
"101","91.78100000000013","91.78100000000013","91.78100000000013"
"102","90.31400000000014","90.31400000000014","90.31400000000014"
"103","92.77700000000016","92.77700000000016","92.77700000000016"
"104","94.73700000000017","94.73700000000017","94.73700000000017"
"105","93.56100000000016","93.56100000000016","93.56100000000016"
"106","92.89200000000015","92.89200000000015","92.89200000000015"
"107","96.47400000000022","96.47400000000022","96.47400000000022"
"108","96.11300000000017","96.11300000000017","96.11300000000017"
"109","93.61000000000017","93.61000000000017","93.61000000000017"
"110","93.85100000000018","93.85100000000018","93.85100000000018"
"111","93.67600000000014","93.67600000000014","93.67600000000014"
"112","93.80900000000018","93.80900000000018","93.80900000000018"
"113","95.46800000000017","95.46800000000017","95.46800000000017"
"114","96.32700000000017","96.32700000000017","96.32700000000017"
"115","94.29300000000016","94.29300000000016","94.29300000000016"
"116","95.09700000000016","95.09700000000016","95.09700000000016"
"117","95.70700000000016","95.70700000000016","95.70700000000016"
"118","98.80500000000018","98.80500000000018","98.80500000000018"
"119","100.55300000000022","100.55300000000022","100.55300000000022"
"120","105.07300000000023","105.07300000000023","105.07300000000023"
"121","104.13700000000023","104.13700000000023","104.13700000000023"
"122","104.98400000000024","104.98400000000024","104.98400000000024"
"123","104.02300000000021","104.02300000000021","104.02300000000021"
"124","102.56800000000021","102.56800000000021","102.56800000000021"
"125","101.75500000000018","101.75500000000018","101.75500000000018"
"126","100.56000000000019","100.56000000000019","100.56000000000019"
"127","95.42900000000014","95.42900000000014","95.42900000000014"
"128","87.3210000000001","87.3210000000001","87.3210000000001"
"129","75.09300000000006","75.09300000000006","75.09300000000006"
"130","71.80500000000002","71.80500000000002","71.80500000000002"
"131","69.77200000000002","69.77200000000002","69.77200000000002"
"132","72.09200000000004","72.09200000000004","72.09200000000004"
"133","79.23100000000007","79.23100000000007","79.23100000000007"
"134","83.13700000000009","83.13700000000009","83.13700000000009"
"135","88.94300000000013","88.94300000000013","88.94300000000013"
"136","87.6730000000001","87.6730000000001","87.6730000000001"
"137","85.1460000000001","85.1460000000001","85.1460000000001"
"138","85.4820000000001","85.4820000000001","85.4820000000001"
"139","86.2410000000001","86.2410000000001","86.2410000000001"
"140","84.5620000000001","84.5620000000001","84.5620000000001"
"141","86.89900000000007","86.89900000000007","86.89900000000007"
"142","89.69100000000012","89.69100000000012","89.69100000000012"
"143","88.31300000000012","88.31300000000012","88.31300000000012"
"144","93.18700000000018","93.18700000000018","93.18700000000018"
"145","96.02100000000019","96.02100000000019","96.02100000000019"
"146","100.54500000000021","100.54500000000021","100.54500000000021"
"147","89.09000000000016","89.09000000000016","89.09000000000016"
"148","87.50300000000016","87.50300000000016","87.50300000000016"
"149","84.72400000000015","84.72400000000015","84.72400000000015"
"150","80.0540000000001","80.0540000000001","80.0540000000001"
"151","74.47300000000006","74.47300000000006","74.47300000000006"
"152","84.66500000000009","84.66500000000009","84.66500000000009"
"153","84.5340000000001","84.5340000000001","84.5340000000001"
"154","83.40700000000008","83.40700000000008","83.40700000000008"
"155","84.1570000000001","84.1570000000001","84.1570000000001"
"156","84.37900000000008","84.37900000000008","84.37900000000008"
"157","81.67600000000007","81.67600000000007","81.67600000000007"
"158","84.00900000000009","84.00900000000009","84.00900000000009"
"159","84.40600000000009","84.40600000000009","84.40600000000009"
"160","85.91500000000009","85.91500000000009","85.91500000000009"
"161","89.72100000000015","89.72100000000015","89.72100000000015"
"162","91.21500000000015","91.21500000000015","91.21500000000015"
"163","92.57800000000012","92.57800000000012","92.57800000000012"
"164","91.77500000000015","91.77500000000015","91.77500000000015"
"165","93.77100000000019","93.77100000000019","93.77100000000019"
"166","93.05700000000016","93.05700000000016","93.05700000000016"
"167","95.56800000000017","95.56800000000017","95.56800000000017"
"168","94.12400000000018","94.12400000000018","94.12400000000018"
"169","94.29200000000017","94.29200000000017","94.29200000000017"
"170","93.80900000000014","93.80900000000014","93.80900000000014"
"171","93.88500000000016","93.88500000000016","93.88500000000016"
"172","92.34300000000016","92.34300000000016","92.34300000000016"
"173","93.19700000000017","93.19700000000017","93.19700000000017"
"174","95.26100000000017","95.26100000000017","95.26100000000017"
"175","95.47400000000016","95.47400000000016","95.47400000000016"
"176","96.39500000000015","96.39500000000015","96.39500000000015"
"177","98.79800000000017","98.79800000000017","98.79800000000017"
"178","99.63200000000019","99.63200000000019","99.63200000000019"
"179","101.4500000000002","101.4500000000002","101.4500000000002"
"180","102.8300000000002","102.8300000000002","102.8300000000002"
"181","106.07200000000023","106.07200000000023","106.07200000000023"
"182","106.70200000000024","106.70200000000024","106.70200000000024"
"183","105.92000000000026","105.92000000000026","105.92000000000026"
"184","103.22100000000025","103.22100000000025","103.22100000000025"
"185","100.97300000000021","100.97300000000021","100.97300000000021"
"186","96.60200000000015","96.60200000000015","96.60200000000015"
"187","88.47400000000012","88.47400000000012","88.47400000000012"
"188","86.6790000000001","86.6790000000001","86.6790000000001"
"189","84.02900000000008","84.02900000000008","84.02900000000008"
"190","82.94300000000007","82.94300000000007","82.94300000000007"
"191","83.04200000000009","83.04200000000009","83.04200000000009"
"192","87.99500000000013","87.99500000000013","87.99500000000013"
"193","88.31800000000013","88.31800000000013","88.31800000000013"
"194","89.9580000000001","89.9580000000001","89.9580000000001"
"195","89.78600000000013","89.78600000000013","89.78600000000013"
"196","91.92800000000013","91.92800000000013","91.92800000000013"
"197","91.49000000000015","91.49000000000015","91.49000000000015"
"198","92.21200000000016","92.21200000000016","92.21200000000016"
"199","92.82800000000015","92.82800000000015","92.82800000000015"
"200","95.40800000000017","95.40800000000017","95.40800000000017"
"201","88.47100000000013","88.47100000000013","88.47100000000013"
"202","84.77800000000008","84.77800000000008","84.77800000000008"
"203","83.1750000000001","83.1750000000001","83.1750000000001"
"204","81.14000000000007","81.14000000000007","81.14000000000007"
"205","78.22500000000005","78.22500000000005","78.22500000000005"
"206","85.10500000000009","85.10500000000009","85.10500000000009"
"207","83.83200000000008","83.83200000000008","83.83200000000008"
"208","85.38700000000009","85.38700000000009","85.38700000000009"
"209","87.85200000000012","87.85200000000012","87.85200000000012"
"210","91.31500000000011","91.31500000000011","91.31500000000011"
"211","93.07900000000014","93.07900000000014","93.07900000000014"
"212","99.60700000000021","99.60700000000021","99.60700000000021"
"213","102.1190000000002","102.1190000000002","102.1190000000002"
"214","98.00900000000019","98.00900000000019","98.00900000000019"
"215","100.1410000000002","100.1410000000002","100.1410000000002"
"216","101.23100000000024","101.23100000000024","101.23100000000024"
"217","102.15800000000023","102.15800000000023","102.15800000000023"
"218","103.44200000000022","103.44200000000022","103.44200000000022"
"219","108.51500000000026","108.51500000000026","108.51500000000026"
"220","106.79500000000026","106.79500000000026","106.79500000000026"
"221","98.5290000000002","98.5290000000002","98.5290000000002"
"222","90.03900000000017","90.03900000000017","90.03900000000017"
"223","80.7230000000001","80.7230000000001","80.7230000000001"
"224","75.66700000000006","75.66700000000006","75.66700000000006"
"225","75.27700000000004","75.27700000000004","75.27700000000004"
"226","83.03800000000008","83.03800000000008","83.03800000000008"
"227","91.20600000000013","91.20600000000013","91.20600000000013"
"228","98.14900000000017","98.14900000000017","98.14900000000017"
"229","102.86000000000021","102.86000000000021","102.86000000000021"
"230","106.00500000000024","106.00500000000024","106.00500000000024"
"231","106.89700000000025","106.89700000000025","106.89700000000025"
"232","108.12100000000027","108.12100000000027","108.12100000000027"
"233","110.16000000000025","110.16000000000025","110.16000000000025"
"234","111.45500000000027","111.45500000000027","111.45500000000027"
"235","110.79900000000029","110.79900000000029","110.79900000000029"
"236","110.60200000000027","110.60200000000027","110.60200000000027"
"237","107.96100000000023","107.96100000000023","107.96100000000023"
"238","106.90300000000023","106.90300000000023","106.90300000000023"
"239","101.49600000000021","101.49600000000021","101.49600000000021"
"240","100.44000000000018","100.44000000000018","100.44000000000018"
"241","97.12600000000019","97.12600000000019","97.12600000000019"
"242","94.99800000000018","94.99800000000018","94.99800000000018"
"243","93.52600000000012","93.52600000000012","93.52600000000012"
"244","93.77300000000018","93.77300000000018","93.77300000000018"
"245","86.43600000000015","86.43600000000015","86.43600000000015"
"246","86.90500000000013","86.90500000000013","86.90500000000013"
"247","85.9470000000001","85.9470000000001","85.9470000000001"
"248","84.59500000000011","84.59500000000011","84.59500000000011"
"249","88.82100000000013","88.82100000000013","88.82100000000013"
"250","93.28200000000015","93.28200000000015","93.28200000000015"
"251","96.38000000000018","96.38000000000018","96.38000000000018"
"252","100.2090000000002","100.2090000000002","100.2090000000002"
"253","103.43800000000022","103.43800000000022","103.43800000000022"
"254","104.28400000000023","104.28400000000023","104.28400000000023"
"255","107.53400000000025","107.53400000000025","107.53400000000025"
"256","107.94400000000023","107.94400000000023","107.94400000000023"
"257","109.88000000000025","109.88000000000025","109.88000000000025"
"258","106.69000000000024","106.69000000000024","106.69000000000024"
"259","100.20400000000022","100.20400000000022","100.20400000000022"
"260","91.26600000000012","91.26600000000012","91.26600000000012"
"261","89.53100000000013","89.53100000000013","89.53100000000013"
"262","86.95300000000012","86.95300000000012","86.95300000000012"
"263","92.49200000000013","92.49200000000013","92.49200000000013"
"264","97.06200000000015","97.06200000000015","97.06200000000015"
"265","103.32200000000023","103.32200000000023","103.32200000000023"
"266","102.93000000000022","102.93000000000022","102.93000000000022"
"267","104.20100000000022","104.20100000000022","104.20100000000022"
"268","103.67000000000024","103.67000000000024","103.67000000000024"
"269","100.5880000000002","100.5880000000002","100.5880000000002"
"270","101.83200000000022","101.83200000000022","101.83200000000022"
"271","98.16500000000018","98.16500000000018","98.16500000000018"
"272","93.40500000000016","93.40500000000016","93.40500000000016"
"273","90.36100000000015","90.36100000000015","90.36100000000015"
"274","92.37400000000014","92.37400000000014","92.37400000000014"
"275","89.56200000000011","89.56200000000011","89.56200000000011"
"276","92.63500000000015","92.63500000000015","92.63500000000015"
"277","92.62000000000015","92.62000000000015","92.62000000000015"
"278","87.41100000000013","87.41100000000013","87.41100000000013"
"279","86.1380000000001","86.1380000000001","86.1380000000001"
"280","86.22100000000012","86.22100000000012","86.22100000000012"
"281","84.8290000000001","84.8290000000001","84.8290000000001"
"282","86.39800000000007","86.39800000000007","86.39800000000007"
"283","93.30500000000016","93.30500000000016","93.30500000000016"
"284","95.90900000000018","95.90900000000018","95.90900000000018"
"285","98.52100000000019","98.52100000000019","98.52100000000019"
"286","102.4790000000002","102.4790000000002","102.4790000000002"
"287","104.55000000000022","104.55000000000022","104.55000000000022"
"288","107.10500000000026","107.10500000000026","107.10500000000026"
"289","107.35000000000025","107.35000000000025","107.35000000000025"
"290","107.34700000000025","107.34700000000025","107.34700000000025"
"291","106.25100000000022","106.25100000000022","106.25100000000022"
"292","107.36800000000025","107.36800000000025","107.36800000000025"
"293","106.45900000000023","106.45900000000023","106.45900000000023"
"294","106.28500000000025","106.28500000000025","106.28500000000025"
"295","105.71800000000023","105.71800000000023","105.71800000000023"
"296","105.5840000000002","105.5840000000002","105.5840000000002"
"297","106.96500000000023","106.96500000000023","106.96500000000023"
"298","108.12100000000027","108.12100000000027","108.12100000000027"
"299","109.75100000000025","109.75100000000025","109.75100000000025"
"300","111.73700000000028","111.73700000000028","111.73700000000028"
"301","110.6290000000003","110.6290000000003","110.6290000000003"
"302","104.96300000000026","104.96300000000026","104.96300000000026"
"303","97.49500000000018","97.49500000000018","97.49500000000018"
"304","93.55100000000014","93.55100000000014","93.55100000000014"
"305","90.80300000000015","90.80300000000015","90.80300000000015"
"306","93.79000000000015","93.79000000000015","93.79000000000015"
"307","96.3090000000002","96.3090000000002","96.3090000000002"
"308","100.3900000000002","100.3900000000002","100.3900000000002"
"309","101.81700000000019","101.81700000000019","101.81700000000019"
"310","101.20300000000019","101.20300000000019","101.20300000000019"
"311","100.6280000000002","100.6280000000002","100.6280000000002"
"312","96.41800000000019","96.41800000000019","96.41800000000019"
"313","98.06900000000017","98.06900000000017","98.06900000000017"
"314","99.8590000000002","99.8590000000002","99.8590000000002"
"315","102.05900000000021","102.05900000000021","102.05900000000021"
"316","103.72800000000025","103.72800000000025","103.72800000000025"
"317","111.27000000000024","111.27000000000024","111.27000000000024"
"318","112.73800000000027","112.73800000000027","112.73800000000027"
"319","113.92100000000028","113.92100000000028","113.92100000000028"
"320","114.68600000000028","114.68600000000028","114.68600000000028"
"321","114.84600000000029","114.84600000000029","114.84600000000029"
"322","115.03900000000029","115.03900000000029","115.03900000000029"
"323","115.06000000000029","115.06000000000029","115.06000000000029"
"324","116.3490000000003","116.3490000000003","116.3490000000003"
"325","116.51600000000032","116.51600000000032","116.51600000000032"
"326","116.87500000000031","116.87500000000031","116.87500000000031"
"327","116.88300000000032","116.88300000000032","116.88300000000032"
"328","116.21400000000027","116.21400000000027","116.21400000000027"
"329","115.35100000000028","115.35100000000028","115.35100000000028"
"330","116.1350000000003","116.1350000000003","116.1350000000003"
"331","117.4390000000003","117.4390000000003","117.4390000000003"
"332","116.91600000000031","116.91600000000031","116.91600000000031"
"333","118.72200000000032","118.72200000000032","118.72200000000032"
"334","120.62900000000036","120.62900000000036","120.62900000000036"
"335","121.22400000000036","121.22400000000036","121.22400000000036"
"336","119.71000000000035","119.71000000000035","119.71000000000035"
"337","120.37100000000031","120.37100000000031","120.37100000000031"
"338","119.69200000000032","119.69200000000032","119.69200000000032"
"339","117.69200000000029","117.69200000000029","117.69200000000029"
"340","117.4370000000003","117.4370000000003","117.4370000000003"
"341","117.66600000000034","117.66600000000034","117.66600000000034"
"342","117.9690000000003","117.9690000000003","117.9690000000003"
"343","117.98300000000035","117.98300000000035","117.98300000000035"
"344","115.4540000000003","115.4540000000003","115.4540000000003"
"345","112.50700000000028","112.50700000000028","112.50700000000028"
"346","106.32300000000023","106.32300000000023","106.32300000000023"
"347","99.43800000000022","99.43800000000022","99.43800000000022"
"348","92.07000000000016","92.07000000000016","92.07000000000016"
"349","86.66400000000013","86.66400000000013","86.66400000000013"
"350","80.80800000000009","80.80800000000009","80.80800000000009"
"351","80.34000000000007","80.34000000000007","80.34000000000007"
"352","79.29800000000006","79.29800000000006","79.29800000000006"
"353","78.82800000000006","78.82800000000006","78.82800000000006"
"354","81.48600000000008","81.48600000000008","81.48600000000008"
"355","81.62000000000008","81.62000000000008","81.62000000000008"
"356","82.27400000000009","82.27400000000009","82.27400000000009"
"357","79.80600000000007","79.80600000000007","79.80600000000007"
"358","82.56000000000007","82.56000000000007","82.56000000000007"
"359","74.32900000000004","74.32900000000004","74.32900000000004"
"360","77.09900000000005","77.09900000000005","77.09900000000005"
"361","76.85600000000005","76.85600000000005","76.85600000000005"
"362","77.05000000000004","77.05000000000004","77.05000000000004"
"363","76.36500000000004","76.36500000000004","76.36500000000004"
"364","82.02600000000008","82.02600000000008","82.02600000000008"
"365","82.29300000000006","82.29300000000006","82.29300000000006"
"366","83.00500000000007","83.00500000000007","83.00500000000007"
"367","84.36400000000009","84.36400000000009","84.36400000000009"
"368","85.87100000000008","85.87100000000008","85.87100000000008"
"369","87.28300000000011","87.28300000000011","87.28300000000011"
"370","86.67300000000012","86.67300000000012","86.67300000000012"
"371","84.9810000000001","84.9810000000001","84.9810000000001"
"372","83.62600000000009","83.62600000000009","83.62600000000009"
"373","80.93100000000005","80.93100000000005","80.93100000000005"
"374","80.16600000000005","80.16600000000005","80.16600000000005"
"375","79.98900000000005","79.98900000000005","79.98900000000005"
"376","81.68200000000006","81.68200000000006","81.68200000000006"
"377","81.88500000000006","81.88500000000006","81.88500000000006"
"378","81.71100000000007","81.71100000000007","81.71100000000007"
"379","79.56200000000005","79.56200000000005","79.56200000000005"
"380","76.67800000000003","76.67800000000003","76.67800000000003"
"381","71.903","71.903","71.903"
"382","66.03399999999999","66.03399999999999","66.03399999999999"
"383","60.61199999999996","60.61199999999996","60.61199999999996"
"384","56.62099999999995","56.62099999999995","56.62099999999995"
"385","52.888999999999925","52.888999999999925","52.888999999999925"
"386","50.94099999999993","50.94099999999993","50.94099999999993"
"387","51.861999999999924","51.861999999999924","51.861999999999924"
"388","52.93299999999992","52.93299999999992","52.93299999999992"
"389","52.70199999999991","52.70199999999991","52.70199999999991"
"390","54.10699999999993","54.10699999999993","54.10699999999993"
"391","55.39499999999992","55.39499999999992","55.39499999999992"
"392","57.23799999999993","57.23799999999993","57.23799999999993"
"393","58.41099999999993","58.41099999999993","58.41099999999993"
"394","58.45299999999992","58.45299999999992","58.45299999999992"
"395","59.14099999999992","59.14099999999992","59.14099999999992"
"396","60.71799999999994","60.71799999999994","60.71799999999994"
"397","61.11399999999993","61.11399999999993","61.11399999999993"
"398","61.07299999999994","61.07299999999994","61.07299999999994"
"399","62.53799999999995","62.53799999999995","62.53799999999995"
"400","63.034999999999926","63.034999999999926","63.034999999999926"
"401","61.88099999999995","61.88099999999995","61.88099999999995"
"402","60.15599999999993","60.15599999999993","60.15599999999993"
"403","60.37699999999995","60.37699999999995","60.37699999999995"
"404","59.79899999999995","59.79899999999995","59.79899999999995"
"405","59.92099999999994","59.92099999999994","59.92099999999994"
"406","60.324999999999946","60.324999999999946","60.324999999999946"
"407","62.527999999999956","62.527999999999956","62.527999999999956"
"408","62.73599999999994","62.73599999999994","62.73599999999994"
"409","63.50099999999995","63.50099999999995","63.50099999999995"